CPU_Usage (%),Memory_Usage (%),Storage_Usage (GB),Network_Traffic (MB/s),Instance_Type,Cost
95,18,406,597,t2.small,167.55
24,32,331,714,t2.small,119.69
44,12,233,905,t2.medium,145.81
34,70,258,637,t2.micro,128.78
56,47,144,873,t2.micro,131.52
85,11,277,694,t2.micro,139.36
71,82,358,165,t2.large,217.0
89,79,51,663,t2.micro,149.15
56,71,305,898,t2.medium,189.78
66,68,246,890,t2.large,231.2
68,93,217,392,t2.medium,173.87
77,16,129,844,t2.medium,159.42
83,95,428,711,t2.micro,194.39
94,24,280,593,t2.small,155.62
35,12,77,882,t2.small,105.65
80,87,485,617,t2.micro,189.95
58,71,353,364,t2.medium,170.58
42,44,259,499,t2.medium,143.81
94,43,110,585,t2.micro,140.3
48,78,403,659,t2.small,166.67
49,45,97,660,t2.large,179.75
70,31,115,412,t2.micro,107.33
98,12,404,641,t2.large,224.21
78,76,497,303,t2.small,178.89
90,56,411,899,t2.large,261.78
70,64,240,859,t2.small,167.77
65,70,482,484,t2.medium,193.45
77,35,115,828,t2.large,199.23
56,25,249,794,t2.medium,152.94
90,43,79,675,t2.large,210.53
48,96,174,501,t2.small,145.06
20,47,306,638,t2.micro,111.45
71,74,258,164,t2.micro,133.59
14,41,217,664,t2.large,168.62
39,47,366,251,t2.large,182.14
37,95,234,634,t2.medium,166.81
20,29,386,285,t2.micro,92.83
85,75,450,576,t2.medium,212.5
25,87,82,268,t2.small,106.78
46,83,139,537,t2.medium,152.8
65,23,466,685,t2.medium,177.61
21,60,221,268,t2.medium,118.88
22,84,63,218,t2.large,156.22
99,13,91,956,t2.medium,171.22
69,77,109,770,t2.medium,177.37
17,89,316,723,t2.medium,161.35
55,15,353,411,t2.large,180.56
82,48,244,462,t2.small,147.93
54,90,111,979,t2.micro,150.25
28,18,417,955,t2.micro,131.6
60,56,273,594,t2.large,207.61
81,22,241,151,t2.large,179.66
80,42,83,273,t2.small,120.93
45,58,133,222,t2.large,163.61
33,19,95,489,t2.large,148.83
63,59,116,829,t2.micro,136.17
62,16,214,227,t2.medium,125.82
44,88,380,560,t2.small,163.87
88,81,245,956,t2.micro,182.66
97,19,195,513,t2.small,141.83
63,83,85,318,t2.micro,120.94
33,80,366,119,t2.micro,117.66
68,29,312,900,t2.medium,181.71
84,52,254,735,t2.medium,188.21
61,41,173,821,t2.micro,129.12
39,99,463,316,t2.medium,180.43
38,74,302,809,t2.medium,173.68
33,92,395,627,t2.large,220.17
66,60,303,377,t2.small,145.52
39,46,166,998,t2.micro,128.82
24,59,222,939,t2.small,137.19
36,56,282,454,t2.large,184.36
80,30,115,535,t2.small,127.54
84,63,417,181,t2.large,221.78
41,96,188,716,t2.micro,142.53
52,77,122,282,t2.micro,111.31
70,14,84,987,t2.small,134.49
22,84,233,142,t2.small,106.96
51,78,111,712,t2.medium,162.87
50,52,177,272,t2.medium,132.22
31,67,334,644,t2.micro,132.76
21,53,187,540,t2.small,108.92
74,30,291,540,t2.small,139.59
51,86,408,718,t2.small,177.12
29,61,57,667,t2.large,170.19
88,44,228,928,t2.large,232.56
97,52,137,457,t2.micro,139.27
71,51,398,710,t2.medium,188.8
63,75,183,328,t2.large,194.9
11,31,181,315,t2.large,136.92
44,17,141,106,t2.micro,69.39
58,69,226,477,t2.large,197.6
26,84,281,725,t2.micro,135.99
47,13,57,667,t2.micro,90.83
67,17,420,186,t2.micro,116.49
39,57,437,420,t2.small,137.27
71,36,445,415,t2.medium,173.58
64,56,297,548,t2.small,150.93
87,14,124,643,t2.micro,123.27
27,46,416,418,t2.large,183.99
20,16,464,994,t2.medium,158.55
14,78,143,211,t2.small,93.08
40,33,498,394,t2.micro,123.11
79,51,78,618,t2.large,203.63
42,99,340,381,t2.medium,175.32
68,27,141,873,t2.small,136.01
79,84,174,994,t2.medium,204.16
69,89,180,157,t2.medium,158.18
40,82,333,632,t2.medium,176.3
86,85,202,159,t2.large,210.85
59,19,167,441,t2.small,109.19
73,22,85,779,t2.large,190.19
70,36,406,759,t2.micro,153.46
61,48,311,977,t2.small,165.53
83,46,150,533,t2.micro,131.68
28,22,54,929,t2.micro,94.64
42,24,135,658,t2.micro,99.23
30,98,90,126,t2.micro,92.63
56,87,420,100,t2.medium,170.43
98,90,391,193,t2.medium,203.59
40,36,147,614,t2.large,170.15
47,82,325,123,t2.large,192.06
40,91,309,487,t2.medium,170.59
33,66,375,608,t2.micro,131.65
18,71,436,236,t2.small,123.99
92,76,86,357,t2.small,148.17
84,44,91,683,t2.micro,133.95
60,99,375,909,t2.medium,213.84
48,85,404,796,t2.small,179.0
23,70,108,186,t2.small,90.87
26,10,485,177,t2.small,100.97
13,47,402,715,t2.large,192.31
43,44,283,577,t2.medium,152.55
87,89,143,855,t2.medium,202.3
57,10,105,110,t2.small,79.91
16,77,65,703,t2.medium,133.47
33,64,363,332,t2.medium,150.17
69,33,325,384,t2.large,196.24
70,94,153,942,t2.micro,170.57
42,89,462,778,t2.micro,164.88
14,11,190,446,t2.micro,65.01
68,38,56,564,t2.medium,137.31
20,72,343,984,t2.micro,142.01
68,79,359,793,t2.large,244.84
91,58,102,282,t2.large,198.54
94,80,371,742,t2.micro,191.81
79,69,395,827,t2.small,192.67
42,45,490,127,t2.large,184.77
36,93,126,168,t2.small,112.09
83,62,276,516,t2.large,227.15
31,59,72,534,t2.small,105.18
37,89,368,126,t2.medium,151.46
78,87,284,378,t2.micro,155.36
59,56,179,564,t2.small,135.52
56,76,206,124,t2.large,186.34
77,40,260,834,t2.large,223.9
30,85,483,700,t2.large,225.56
78,49,377,845,t2.large,240.12
67,70,218,674,t2.micro,149.9
64,68,370,711,t2.large,234.69
82,23,98,208,t2.small,109.82
80,17,180,858,t2.medium,163.7
70,52,424,567,t2.micro,154.03
58,42,268,879,t2.micro,139.47
42,10,197,962,t2.small,121.43
42,54,293,804,t2.micro,132.82
87,18,262,531,t2.small,137.57
22,65,339,507,t2.small,133.69
67,89,245,202,t2.small,147.0
17,85,324,395,t2.large,187.24
22,49,235,609,t2.small,114.93
91,51,411,782,t2.medium,207.37
99,88,157,820,t2.small,191.51
24,16,179,197,t2.medium,93.95
99,93,115,247,t2.small,161.46
89,32,240,715,t2.micro,150.75
34,16,228,358,t2.large,153.68
17,58,255,300,t2.large,161.48
62,53,186,470,t2.medium,151.72
58,40,237,913,t2.micro,135.67
49,47,395,646,t2.large,206.03
17,80,162,924,t2.small,134.55
79,84,143,427,t2.small,151.38
83,50,270,252,t2.large,200.73
72,23,126,806,t2.small,133.83
69,93,435,486,t2.medium,202.22
58,67,161,773,t2.micro,139.36
51,37,283,792,t2.large,201.26
18,89,52,826,t2.small,125.07
89,83,224,997,t2.medium,214.28
57,23,382,173,t2.medium,140.83
40,67,333,878,t2.small,159.62
75,69,371,201,t2.medium,170.06
28,59,329,892,t2.medium,169.46
96,67,473,686,t2.medium,220.34
13,46,211,598,t2.small,101.61
62,95,321,788,t2.micro,174.17
90,82,148,246,t2.large,208.1
27,96,162,509,t2.medium,149.09
95,92,218,375,t2.medium,193.78
68,11,233,622,t2.large,186.83
26,49,156,756,t2.small,115.9
35,20,181,213,t2.micro,69.77
37,24,324,339,t2.micro,97.34
24,69,115,654,t2.large,178.65
85,67,59,303,t2.micro,123.74
32,93,466,197,t2.large,204.8
41,21,452,242,t2.large,174.81
54,79,374,548,t2.large,222.44
19,50,465,487,t2.medium,151.82
87,54,416,531,t2.medium,195.45
24,39,227,441,t2.small,105.3
50,96,149,893,t2.medium,181.9
45,67,249,580,t2.micro,126.3
66,16,314,837,t2.small,147.04
94,31,185,624,t2.large,209.28
98,45,383,294,t2.micro,149.72
91,78,262,306,t2.large,222.69
31,42,220,997,t2.micro,126.87
18,74,167,605,t2.micro,105.12
12,69,281,329,t2.medium,125.49
53,15,357,558,t2.large,189.49
50,74,381,781,t2.small,170.51
61,70,219,565,t2.micro,137.11
17,56,277,186,t2.micro,93.35
82,39,60,232,t2.large,174.1
22,12,325,951,t2.large,180.33
90,92,456,857,t2.large,276.49
74,34,261,560,t2.medium,164.12
34,44,477,196,t2.medium,139.35
66,72,265,743,t2.small,166.15
16,46,266,770,t2.small,120.29
52,21,179,448,t2.micro,98.9
11,49,99,836,t2.small,102.0
78,21,121,115,t2.small,102.23
28,35,102,544,t2.large,153.18
49,17,131,409,t2.large,158.43
62,70,149,490,t2.micro,129.68
37,52,483,994,t2.large,232.7
90,22,466,113,t2.micro,134.52
64,44,380,160,t2.micro,127.85
94,24,50,345,t2.micro,110.9
22,47,130,644,t2.large,162.82
99,75,437,339,t2.micro,171.75
73,92,495,180,t2.small,174.4
73,82,128,482,t2.medium,165.36
97,54,471,515,t2.micro,176.6
44,65,307,983,t2.large,223.63
65,98,209,454,t2.medium,179.35
61,22,333,792,t2.micro,134.37
46,36,281,307,t2.large,174.33
46,91,448,188,t2.micro,141.0
81,54,203,549,t2.micro,140.29
11,44,121,467,t2.medium,106.17
87,88,375,983,t2.small,209.79
98,55,57,398,t2.micro,132.64
19,53,429,355,t2.large,182.08
69,35,346,609,t2.large,211.59
70,43,95,733,t2.micro,126.18
37,63,223,572,t2.micro,118.96
12,69,266,860,t2.small,131.12
66,25,275,109,t2.micro,102.68
32,29,198,554,t2.micro,95.95
96,75,112,585,t2.medium,182.39
74,73,355,812,t2.small,186.09
94,95,110,810,t2.medium,200.58
20,67,231,511,t2.medium,134.67
73,84,108,532,t2.small,152.68
44,55,409,922,t2.medium,185.83
37,86,88,733,t2.large,196.15
65,18,229,208,t2.micro,99.14
37,12,106,335,t2.small,80.41
37,75,351,580,t2.large,206.44
35,12,315,698,t2.large,178.53
85,75,184,828,t2.large,236.97
57,94,462,995,t2.micro,191.3
19,24,393,447,t2.micro,99.93
75,36,416,260,t2.micro,132.75
28,35,489,125,t2.small,109.37
55,33,60,626,t2.large,170.45
25,59,152,312,t2.medium,116.45
21,30,260,953,t2.micro,114.51
92,20,344,309,t2.medium,164.57
25,32,286,682,t2.medium,135.12
51,27,311,535,t2.medium,148.13
98,15,303,269,t2.large,202.29
57,54,313,932,t2.large,222.54
97,26,450,221,t2.large,214.74
49,71,455,502,t2.small,161.11
88,24,105,321,t2.medium,141.15
48,41,211,348,t2.large,171.37
74,98,261,489,t2.large,229.26
68,35,321,763,t2.micro,143.8
21,87,361,261,t2.small,126.62
37,49,106,573,t2.large,170.31
11,90,376,362,t2.micro,116.93
25,18,466,728,t2.small,129.73
24,21,375,226,t2.small,92.45
19,87,301,204,t2.micro,104.61
27,99,146,655,t2.micro,125.15
39,19,269,230,t2.medium,113.69
62,58,471,794,t2.small,175.46
90,93,164,567,t2.medium,193.0
80,58,231,598,t2.small,157.4
40,24,422,703,t2.medium,157.12
20,96,461,435,t2.medium,170.59
50,81,442,666,t2.micro,165.38
25,69,452,375,t2.micro,127.17
87,70,83,654,t2.small,156.35
67,85,392,969,t2.large,254.99
79,99,349,474,t2.medium,201.56
87,43,318,553,t2.large,220.74
21,83,344,555,t2.large,199.82
47,87,323,957,t2.large,234.88
28,94,319,618,t2.small,145.62
40,64,350,912,t2.micro,152.51
59,83,184,648,t2.micro,142.65
22,37,343,493,t2.small,115.36
37,51,293,124,t2.medium,127.9
50,55,107,353,t2.micro,101.6
27,17,357,871,t2.medium,146.42
81,44,371,566,t2.medium,185.78
21,51,148,199,t2.micro,72.37
11,76,373,294,t2.small,115.52
51,72,54,708,t2.micro,119.52
50,66,299,453,t2.micro,131.54
69,62,126,724,t2.large,208.51
73,92,122,800,t2.small,172.85
42,60,427,444,t2.micro,135.47
87,37,117,489,t2.micro,125.16
20,51,109,806,t2.medium,129.17
11,61,214,536,t2.micro,97.83
59,12,108,683,t2.large,173.22
84,87,401,794,t2.medium,221.47
88,39,60,936,t2.micro,143.57
71,83,103,285,t2.medium,158.94
39,66,344,689,t2.micro,142.22
16,83,153,674,t2.micro,112.86
31,29,355,355,t2.large,169.79
94,71,234,670,t2.medium,199.52
61,72,348,928,t2.large,239.44
80,25,328,127,t2.medium,147.42
66,89,186,329,t2.small,146.14
51,50,322,326,t2.small,128.23
75,36,344,417,t2.large,201.47
91,98,95,135,t2.small,147.66
96,37,492,773,t2.micro,185.39
82,55,140,674,t2.micro,141.03
25,63,230,644,t2.large,180.94
19,97,77,131,t2.large,152.92
83,93,459,248,t2.large,244.85
20,77,360,721,t2.micro,130.42
96,93,94,224,t2.large,215.37
27,70,246,143,t2.small,109.73
58,87,271,960,t2.micro,172.08
31,89,170,434,t2.medium,145.81
85,62,133,992,t2.micro,163.08
17,92,252,933,t2.large,211.55
27,11,402,455,t2.small,106.82
90,85,129,114,t2.large,206.37
44,47,303,237,t2.small,119.43
79,13,141,948,t2.micro,134.06
83,93,378,885,t2.medium,223.27
60,32,233,163,t2.small,104.94
26,88,345,897,t2.small,159.72
31,16,290,944,t2.small,127.6
93,51,139,833,t2.micro,155.6
67,59,259,742,t2.large,219.19
73,73,435,754,t2.large,249.76
61,59,454,969,t2.small,187.84
26,74,165,595,t2.medium,139.66
68,23,478,658,t2.medium,181.96
10,41,414,672,t2.micro,114.01
44,61,154,525,t2.micro,115.14
89,19,107,411,t2.large,183.66
11,77,389,118,t2.micro,99.89
24,76,321,595,t2.medium,160.64
33,93,157,398,t2.large,185.0
11,75,246,740,t2.large,184.93
69,92,89,643,t2.micro,144.92
75,62,92,378,t2.small,132.93
49,59,281,862,t2.micro,144.13
50,87,251,390,t2.large,203.59
54,23,402,144,t2.medium,135.95
90,36,217,385,t2.small,138.23
74,95,298,370,t2.small,170.87
79,36,480,155,t2.micro,139.66
87,76,91,277,t2.small,143.46
99,85,397,392,t2.micro,181.99
10,57,343,666,t2.medium,145.31
71,13,335,342,t2.large,185.23
77,92,405,198,t2.large,234.48
69,92,286,139,t2.micro,141.82
40,19,422,502,t2.medium,144.35
32,33,392,481,t2.large,184.37
64,89,81,245,t2.small,131.01
54,64,58,455,t2.medium,138.17
30,38,72,705,t2.micro,91.44
61,23,496,703,t2.small,158.92
11,35,213,655,t2.micro,86.62
74,46,289,560,t2.small,151.95
23,69,172,352,t2.small,103.41
22,35,298,750,t2.medium,143.43
63,40,119,904,t2.large,198.93
57,55,446,281,t2.small,146.64
79,36,245,834,t2.large,219.68
55,18,128,657,t2.small,114.91
32,83,269,254,t2.medium,145.03
42,10,130,668,t2.medium,122.33
72,49,439,139,t2.medium,165.11
64,20,468,239,t2.micro,122.24
29,50,146,845,t2.micro,111.92
49,73,438,461,t2.large,217.77
69,32,241,968,t2.medium,178.3
42,39,150,684,t2.small,118.41
24,53,209,564,t2.medium,132.45
13,95,136,656,t2.small,119.08
95,26,294,221,t2.micro,130.79
85,28,341,408,t2.large,207.37
52,35,430,338,t2.micro,126.44
85,93,319,938,t2.small,206.65
63,75,158,109,t2.large,181.54
80,11,218,876,t2.micro,139.56
76,76,305,540,t2.small,166.05
21,25,335,517,t2.medium,128.19
98,30,408,226,t2.medium,173.94
81,32,212,881,t2.large,216.0
93,61,414,869,t2.micro,190.28
30,72,69,372,t2.small,102.78
32,65,326,293,t2.micro,110.78
95,54,166,366,t2.large,209.85
28,18,224,688,t2.medium,126.86
24,60,477,860,t2.large,215.59
26,16,495,777,t2.micro,125.41
70,92,407,752,t2.small,195.6
48,81,211,334,t2.large,193.32
99,97,339,820,t2.medium,233.43
10,66,486,660,t2.large,199.61
19,64,381,274,t2.micro,109.08
59,11,368,167,t2.medium,134.64
25,82,73,537,t2.large,174.32
66,87,58,302,t2.micro,119.56
76,17,325,280,t2.medium,146.43
32,81,161,682,t2.micro,121.76
26,16,212,378,t2.large,147.81
96,93,334,376,t2.micro,170.59
85,57,51,224,t2.medium,142.16
25,44,411,384,t2.large,181.62
68,39,470,302,t2.medium,168.04
29,48,53,159,t2.large,135.06
86,23,264,636,t2.micro,137.67
80,31,318,633,t2.small,152.47
77,74,441,594,t2.large,244.25
49,72,163,528,t2.small,133.66
63,23,297,864,t2.large,209.93
67,48,118,900,t2.medium,168.55
89,80,61,638,t2.small,162.58
97,86,485,277,t2.medium,212.85
53,30,110,943,t2.medium,151.69
27,57,403,151,t2.medium,131.53
74,49,68,379,t2.micro,114.07
99,49,442,298,t2.small,171.13
58,43,494,617,t2.micro,151.98
55,74,199,101,t2.small,120.89
42,76,70,670,t2.medium,150.56
60,36,446,579,t2.small,153.03
62,89,414,786,t2.small,190.12
42,38,232,538,t2.large,181.41
73,32,254,759,t2.large,209.43
44,80,332,900,t2.medium,189.47
15,49,247,587,t2.small,109.03
56,25,474,950,t2.small,169.41
23,89,363,706,t2.small,155.4
47,43,359,169,t2.large,180.11
74,46,62,223,t2.small,112.12
35,68,156,185,t2.micro,94.23
76,71,449,780,t2.large,254.29
24,66,259,644,t2.small,125.21
26,78,91,881,t2.small,131.1
73,60,380,952,t2.small,187.02
43,86,334,726,t2.medium,183.51
79,86,77,216,t2.micro,126.5
31,26,128,492,t2.medium,110.92
10,95,322,743,t2.medium,164.84
52,35,163,945,t2.large,199.44
25,43,451,582,t2.large,191.88
45,44,315,768,t2.small,140.73
45,16,365,503,t2.medium,143.64
91,90,151,609,t2.medium,194.02
56,55,366,312,t2.micro,127.67
60,13,247,136,t2.small,100.22
90,78,236,888,t2.medium,209.03
12,31,91,476,t2.micro,68.91
63,79,410,573,t2.medium,193.72
15,95,273,253,t2.medium,138.11
25,29,121,638,t2.medium,114.36
44,62,429,148,t2.large,191.2
87,90,138,687,t2.medium,196.43
29,81,60,542,t2.medium,133.72
98,14,257,968,t2.large,229.08
32,54,431,724,t2.small,148.96
36,28,112,431,t2.micro,82.99
20,13,52,349,t2.micro,54.01
59,77,282,207,t2.large,199.99
89,87,153,894,t2.medium,207.32
29,58,381,732,t2.large,205.7
77,82,108,654,t2.micro,146.36
26,11,498,232,t2.small,106.84
72,51,330,258,t2.small,140.86
91,91,270,534,t2.large,244.86
29,60,173,892,t2.micro,122.7
55,32,425,976,t2.medium,184.42
72,38,436,610,t2.small,160.57
62,21,296,867,t2.medium,168.07
13,76,299,553,t2.small,124.47
88,61,259,489,t2.micro,150.02
88,34,126,747,t2.large,208.02
40,44,453,564,t2.small,142.41
68,42,485,551,t2.large,222.27
26,36,486,303,t2.micro,107.82
39,75,135,753,t2.large,192.33
98,86,162,344,t2.large,226.22
35,54,489,269,t2.small,133.53
94,54,297,328,t2.large,217.7
83,27,248,638,t2.small,149.51
12,79,221,548,t2.micro,107.4
75,15,499,897,t2.small,177.62
70,96,382,352,t2.small,173.83
51,27,295,723,t2.micro,123.38
97,87,113,455,t2.small,165.02
10,80,209,865,t2.large,187.34
43,35,471,687,t2.micro,135.07
88,90,90,767,t2.small,176.3
12,97,294,839,t2.medium,169.26
32,75,419,169,t2.micro,122.53
70,12,145,876,t2.micro,121.41
72,74,363,479,t2.small,166.02
12,80,334,953,t2.small,147.89
31,68,318,586,t2.small,133.54
35,37,203,743,t2.medium,140.08
23,57,402,213,t2.medium,134.01
62,97,380,811,t2.micro,181.53
31,90,453,753,t2.large,230.35
68,86,367,525,t2.micro,163.11
94,89,56,104,t2.large,201.23
35,75,327,276,t2.small,127.65
77,77,477,141,t2.medium,183.71
16,83,115,884,t2.micro,118.18
19,52,188,489,t2.small,103.71
10,65,339,260,t2.small,104.15
75,48,167,362,t2.medium,153.72
30,23,377,918,t2.small,139.18
94,74,445,194,t2.large,235.82
80,24,398,493,t2.large,209.4
16,60,448,342,t2.medium,144.18
24,88,169,805,t2.micro,124.5
65,82,114,421,t2.large,200.06
51,38,134,632,t2.micro,109.07
76,31,145,540,t2.small,134.37
77,15,251,841,t2.large,210.54
38,15,90,735,t2.micro,87.49
86,68,487,722,t2.medium,218.84
22,82,452,433,t2.large,200.99
12,19,491,559,t2.large,171.69
99,85,84,960,t2.large,245.05
39,29,168,449,t2.small,98.44
20,45,422,113,t2.micro,91.72
16,27,389,996,t2.micro,120.44
24,43,152,989,t2.large,182.82
60,70,202,182,t2.large,185.04
15,74,394,445,t2.medium,149.01
31,67,229,101,t2.medium,124.12
16,42,105,842,t2.micro,96.38
83,43,320,495,t2.micro,146.29
62,22,75,471,t2.medium,128.27
89,15,136,418,t2.medium,144.34
72,47,374,633,t2.medium,182.68
55,93,397,481,t2.medium,192.74
57,27,253,847,t2.medium,161.0
57,62,358,745,t2.small,163.3
75,29,439,312,t2.small,148.96
17,36,329,307,t2.micro,86.38
37,67,53,109,t2.large,150.5
14,12,263,500,t2.small,86.04
60,77,375,145,t2.large,206.21
61,48,63,866,t2.large,197.92
87,11,74,378,t2.large,173.11
41,27,77,305,t2.small,85.35
49,89,418,714,t2.large,239.31
59,14,168,256,t2.medium,122.53
50,29,316,290,t2.medium,135.0
93,92,369,454,t2.large,252.6
78,84,68,690,t2.medium,179.16
84,81,58,659,t2.medium,180.1
82,43,274,399,t2.small,146.25
50,14,439,508,t2.micro,125.35
24,26,399,417,t2.medium,133.88
60,77,377,708,t2.micro,163.94
18,14,431,582,t2.micro,100.92
33,12,275,317,t2.small,94.66
88,79,304,739,t2.micro,178.09
76,55,340,946,t2.micro,174.67
27,33,476,376,t2.small,124.31
47,58,177,214,t2.small,109.28
57,47,263,852,t2.small,151.55
67,47,113,344,t2.small,121.49
48,43,92,275,t2.small,102.54
37,95,295,143,t2.medium,149.92
37,16,220,171,t2.medium,105.13
32,57,366,179,t2.large,176.7
84,64,456,372,t2.large,233.74
22,25,416,929,t2.medium,156.09
79,62,268,463,t2.micro,150.49
40,71,325,878,t2.small,162.05
26,96,53,146,t2.micro,85.88
86,76,207,614,t2.small,168.27
36,13,315,289,t2.micro,86.75
83,73,423,651,t2.micro,180.99
64,87,359,978,t2.large,255.29
43,42,382,693,t2.small,144.51
52,45,301,744,t2.large,204.06
96,80,207,558,t2.micro,165.53
16,11,195,719,t2.large,153.12
18,37,476,717,t2.small,133.04
97,57,211,387,t2.medium,175.89
84,63,97,185,t2.large,190.54
27,71,283,763,t2.medium,162.99
30,66,497,812,t2.medium,182.99
14,31,104,348,t2.micro,60.36
11,69,105,455,t2.large,153.61
44,98,352,229,t2.micro,135.94
64,93,134,880,t2.small,169.81
23,32,57,807,t2.large,158.49
40,68,276,496,t2.small,132.2
29,92,121,698,t2.medium,154.59
46,21,437,711,t2.small,143.91
45,23,435,426,t2.large,185.76
36,29,476,595,t2.small,135.24
60,13,61,382,t2.small,93.09
31,65,424,990,t2.medium,182.5
16,11,248,661,t2.micro,85.2
24,93,398,798,t2.micro,150.66
24,34,267,704,t2.large,173.16
54,28,66,460,t2.small,101.26
59,44,136,974,t2.small,142.69
22,23,61,164,t2.small,57.28
61,64,88,356,t2.small,121.72
31,10,460,782,t2.medium,151.57
18,75,327,103,t2.large,169.96
28,97,199,244,t2.micro,109.36
20,14,117,671,t2.medium,106.84
89,33,89,780,t2.medium,166.95
67,74,344,170,t2.small,146.03
74,24,453,509,t2.large,213.91
92,18,477,675,t2.micro,165.9
54,55,475,845,t2.micro,167.45
99,81,373,830,t2.micro,200.81
48,57,153,944,t2.micro,134.52
40,41,116,386,t2.medium,118.74
29,33,381,899,t2.small,144.98
90,53,172,140,t2.micro,124.85
42,88,460,736,t2.micro,166.6
98,76,133,416,t2.medium,181.95
65,96,196,788,t2.micro,162.8
44,95,185,429,t2.small,134.45
72,51,268,428,t2.small,146.26
44,72,433,665,t2.large,224.03
81,81,229,885,t2.micro,173.63
25,45,411,374,t2.medium,142.71
42,77,67,301,t2.medium,131.45
90,82,483,225,t2.large,245.22
92,13,233,847,t2.small,157.42
98,15,202,369,t2.medium,159.75
13,38,452,455,t2.micro,106.99
75,84,272,477,t2.large,226.56
88,18,290,144,t2.small,126.31
49,19,161,265,t2.medium,114.71
27,62,385,256,t2.micro,109.57
98,93,229,570,t2.small,184.29
49,51,235,541,t2.micro,118.1
28,23,491,855,t2.medium,162.01
55,67,445,754,t2.micro,165.33
11,72,127,147,t2.medium,104.27
79,53,484,969,t2.large,260.72
89,67,485,713,t2.micro,192.91
81,11,318,355,t2.medium,151.92
55,42,304,980,t2.small,159.85
28,38,88,782,t2.small,103.65
68,88,166,706,t2.micro,154.1
21,16,67,291,t2.large,120.78
23,22,105,441,t2.micro,68.16
45,42,441,430,t2.small,136.62
67,88,238,985,t2.large,241.68
83,99,97,621,t2.small,165.06
85,13,453,938,t2.micro,166.39
39,56,91,890,t2.small,129.21
66,12,301,222,t2.medium,131.28
64,72,275,386,t2.large,202.12
36,92,184,461,t2.micro,120.01
33,75,179,549,t2.medium,144.35
71,73,417,159,t2.micro,145.7
93,99,412,260,t2.large,249.3
84,14,402,170,t2.large,190.91
29,83,430,483,t2.medium,172.73
58,72,405,589,t2.micro,160.36
98,46,330,495,t2.large,228.13
79,21,190,308,t2.medium,137.6
71,78,113,516,t2.small,144.08
45,70,403,335,t2.small,140.73
65,32,367,703,t2.large,213.75
34,13,183,874,t2.micro,100.92
61,63,126,957,t2.small,158.74
33,70,421,215,t2.large,192.13
34,74,80,740,t2.medium,145.51
26,39,307,851,t2.large,191.38
79,62,167,456,t2.micro,137.26
48,23,330,106,t2.medium,121.73
88,26,251,823,t2.medium,181.89
45,10,55,571,t2.micro,77.1
25,64,316,653,t2.small,136.1
88,89,425,579,t2.small,199.82
44,97,354,832,t2.large,239.07
64,52,293,943,t2.large,228.94
93,47,393,457,t2.large,229.5
71,75,269,117,t2.large,199.65
76,95,356,765,t2.medium,214.57
47,67,176,516,t2.large,187.72
89,35,439,236,t2.medium,177.11
10,33,329,655,t2.micro,96.2
61,46,320,376,t2.large,195.18
70,77,334,791,t2.micro,171.27
47,29,178,127,t2.large,148.79
69,92,341,153,t2.medium,174.59
27,71,284,617,t2.large,194.79
19,41,442,230,t2.small,110.66
57,52,233,694,t2.small,148.7
55,35,493,582,t2.micro,144.9
17,42,478,295,t2.small,117.14
56,89,465,941,t2.medium,218.34
39,32,114,237,t2.micro,76.81
11,18,368,762,t2.large,168.17
64,10,491,821,t2.large,217.0
33,90,320,544,t2.large,206.72
45,91,249,876,t2.micro,157.62
29,49,410,525,t2.small,132.73
15,44,448,397,t2.small,112.88
32,67,129,587,t2.small,119.08
39,73,391,612,t2.micro,142.14
87,59,263,344,t2.micro,142.39
51,95,133,809,t2.medium,178.29
41,37,190,485,t2.small,109.94
97,97,275,761,t2.small,201.6
46,28,416,679,t2.small,144.06
83,37,271,355,t2.large,205.82
88,13,94,532,t2.medium,146.15
14,32,490,404,t2.large,175.27
64,48,165,598,t2.micro,127.73
23,31,175,521,t2.large,152.8
72,63,446,559,t2.large,233.44
17,67,338,470,t2.medium,142.33
54,99,116,514,t2.micro,134.6
72,91,194,888,t2.small,175.27
21,63,83,239,t2.small,88.15
49,85,52,413,t2.small,125.35
84,99,251,288,t2.medium,189.11
78,83,415,429,t2.micro,171.28
92,28,112,231,t2.large,180.65
24,66,276,998,t2.small,146.06
15,34,58,283,t2.small,69.11
42,98,162,265,t2.large,191.76
17,17,422,613,t2.large,173.23
27,42,357,894,t2.medium,160.71
78,84,496,612,t2.small,194.31
77,68,466,831,t2.medium,215.95
35,19,465,618,t2.medium,152.57
74,89,470,798,t2.small,205.81
16,93,152,928,t2.medium,157.6
70,87,144,508,t2.small,152.8
63,14,164,543,t2.medium,133.68
29,51,288,197,t2.medium,125.86
65,23,486,749,t2.micro,154.52
20,80,117,943,t2.small,132.17
20,40,478,129,t2.small,107.64
44,62,401,396,t2.large,200.38
61,92,182,118,t2.micro,122.13
88,22,203,409,t2.medium,156.77
40,29,128,614,t2.small,104.94
16,15,378,489,t2.micro,88.15
29,48,484,296,t2.medium,147.2
22,62,286,740,t2.small,133.46
95,13,279,640,t2.small,152.27
70,62,59,680,t2.micro,126.14
18,90,63,976,t2.micro,120.42
97,32,400,171,t2.micro,144.15
41,59,200,567,t2.large,186.73
39,67,276,888,t2.small,154.19
